14,21,22,27
-2877.2433411224733,-2179.2197054240587,-2440.8801984220017,3697.7095798270293
-2880.8432700178632,-2179.417977325658,-2440.2820938837704,3698.456333081692
-2880.3038172407714,-2177.7531162372147,-2438.8060888741597,3698.606890027416
-2884.538379660511,-2178.8412889670176,-2438.764070385105,3700.607659576142
-2886.676616376633,-2180.574463798415,-2439.370901585339,3700.1262999951728
-2883.2377602812185,-2181.5040030086448,-2441.903941752063,3696.6226559105303
-2886.3642643525163,-2183.200857646053,-2442.849867506962,3696.255329298152
-2887.4475303522386,-2181.570561166548,-2441.0982833713724,3695.7690503081785
-2886.823248824155,-2181.3566393094848,-2442.017819437771,3696.3155199026123
-2889.9288997115527,-2182.2125973836733,-2442.678900749659,3697.9676997132697
-2888.313417862533,-2182.641168173375,-2443.09087894096,3696.710248804565
-2886.038753985204,-2182.9107168631517,-2443.1490747714747,3696.9678632846635
-2887.767577618468,-2180.761096014279,-2441.0533077671257,3699.2042154964106
-2888.0188887674517,-2182.2013172169018,-2442.250112622767,3698.416199426931
-2894.5975722586686,-2182.7999710798035,-2443.16839490299,3700.125324103977
-2907.8053074201457,-2181.266700459636,-2441.576317271513,3705.3379136235303
-2912.012357537429,-2181.7224312125545,-2442.158784319094,3705.0582699648467
-2906.085073945669,-2179.8855257094333,-2442.4877191276496,3701.796307483805
-2906.3877121188866,-2181.030531518841,-2443.257699365947,3701.0403431204413
-2910.3145157692106,-2181.080460428043,-2443.46518941086,3703.787622207978
-2906.2670028504745,-2181.4963920244304,-2443.5981658966725,3703.124121184086
-2908.58149843818,-2182.775208052327,-2443.5814084127264,3703.015603391906
-2908.5604065673547,-2178.503110741951,-2440.1167774851738,3707.0150535389507
-2908.277741169126,-2180.402136043459,-2441.2525803341505,3704.9309866067024
-2910.544778893031,-2181.654529272152,-2442.026782785923,3704.131277429285
-2902.7030278682814,-2179.543989912741,-2439.725145526661,3705.9340674286586
-2919.310955428981,-2179.7618148718907,-2440.410158944083,3711.3547514730867
-2930.375885861164,-2178.1957378590987,-2438.6093537155757,3716.064805864301
-2919.7613224478105,-2178.107067872469,-2437.998206767279,3712.5194940954975
-2923.8024067669985,-2178.685845521792,-2440.19770149861,3711.806281478147
-2923.5093933433427,-2179.3412122979253,-2441.377769281966,3713.2850031284947
-2928.476192829452,-2179.1212194582454,-2441.355946062562,3715.1694624200372
-2935.0316114357233,-2180.3328439995107,-2441.924823655521,3713.471516642546
-2930.114062514721,-2181.574165423767,-2442.9603763879268,3711.059372602793
-2925.5126928152395,-2179.5308520629533,-2441.506700314847,3712.9332011870238
-2924.362612317118,-2179.7618773394133,-2441.9189916872565,3712.388754599715
-2926.5329193027833,-2180.7768902085454,-2442.822407564307,3711.241591770688
-2924.5872612822204,-2180.922769751161,-2442.7899979085105,3709.675965068989
-2924.1407487188194,-2181.714843071667,-2443.1130149147157,3708.9099143294316
-2924.6689432906205,-2181.1663039901587,-2442.619186271169,3710.259156981788
-2921.58245234185,-2180.7911459284387,-2443.133754151867,3710.2597461335413
-2922.521843728068,-2183.5417248240074,-2443.2191524897025,3708.300989778487
-2926.654291226546,-2183.4340483110464,-2443.1007296055186,3708.593533174128
-2919.5412588664594,-2181.5342927611277,-2442.6025259503103,3707.8477248142854
-2911.4581422170836,-2180.697158544488,-2441.20636003541,3706.9250560359037
-2909.5184081318907,-2178.366504499289,-2439.694714420346,3709.1623362120254
-2902.707333280567,-2180.0190472604604,-2439.817840238209,3706.8732730388865
-2903.3724635079143,-2181.0401626610997,-2441.057170936181,3706.478462772321
-2904.5646810663634,-2180.638963692802,-2441.280608376655,3705.575805302629
-2907.3712408439287,-2180.13588365918,-2440.294406281895,3707.42775477786
-2918.888879987401,-2177.5762154487575,-2438.581641727757,3715.228735448016
-2919.940301364728,-2179.2145189025023,-2439.8120646824445,3713.120563848175
-2920.3585145120037,-2179.7318510460927,-2441.102883787031,3711.768098800835
-2921.4968214396226,-2178.901797873065,-2440.198480987737,3712.1475735293907
-2916.231115623868,-2179.0365349723693,-2439.314710242414,3710.209823141853
-2916.6268823371283,-2179.105166227223,-2439.7137172482458,3712.998378727056
-2918.159519702588,-2180.4007658130913,-2440.199408728177,3713.7207707136185
-2915.3932746041023,-2179.5386579750125,-2438.937022998552,3712.3027283720494
-2925.3486758390154,-2178.9308484144826,-2439.4297837519193,3715.8579032381817
-2928.019624439133,-2178.105800667833,-2438.763482756417,3717.761970135459
-2900.5467640826027,-2177.7330149828554,-2439.0052724944044,3709.3620581509945
-2883.705278345744,-2177.6221917924827,-2439.539643117082,3705.220658118441
-2882.829985238136,-2177.530106053432,-2438.131374475111,3705.2562664732395
-2880.668247224541,-2179.659261243858,-2440.329135009573,3700.808135959001
-2883.278067468446,-2179.634495547237,-2440.875314705545,3700.1330579012492
-2886.231020145506,-2179.8894039291295,-2441.3313621201432,3702.2328622985688
-2887.478036893104,-2180.4553639387855,-2442.4701133873427,3702.8431738000295
-2888.065643893987,-2179.931712066785,-2439.980317275873,3703.407112428913
-2888.641434497502,-2179.5158536834474,-2438.921562617834,3705.0738444478475
-2887.0191141723494,-2177.9851786188046,-2439.523769990914,3705.0173272831044
-2887.027983084925,-2177.7920701136536,-2439.3665869442693,3705.3213363548716
-2887.545417726601,-2176.822389743411,-2437.9333198756603,3707.976647069833
-2885.206478456487,-2175.812326757225,-2437.009098235973,3706.7596586622553
-2885.5691067105718,-2177.699285724214,-2438.3815886914012,3702.539339949191
-2886.3743047258645,-2178.90185082532,-2440.197545618523,3701.867838064759
-2888.9657158783443,-2178.2032026553156,-2439.7353371168233,3705.141815408201
-2890.8185022478115,-2178.512016158776,-2438.754358249328,3705.783778358852
-2886.7219955288015,-2180.028208325093,-2440.149529085375,3703.066670114111
-2888.8096110389565,-2178.971345452296,-2439.9379558252867,3703.5650290783733
-2893.231876299255,-2178.0557272363712,-2439.1490801929212,3703.426024568841
-2891.386185877961,-2179.3422715181878,-2440.3578939351887,3701.988833836084
-2892.903605977146,-2180.869780033986,-2441.343014831426,3701.7515265562347
-2887.24721629447,-2180.1921289573584,-2441.109010294027,3700.7981514926723
-2878.954985009049,-2176.703734674488,-2438.7400739584023,3702.6529961035762
-2881.9175347425908,-2175.921457806793,-2436.290307146424,3704.74500523931
-2882.0945136084033,-2175.127204756901,-2435.371155378559,3706.7640667875294
-2880.0721884208992,-2172.250261307408,-2435.1033324724285,3709.277880850644
-2882.676949499027,-2174.184160780021,-2436.0132932552233,3707.816217235197
-2882.7475685351087,-2178.1089621859987,-2438.714918806525,3703.921792740816
-2879.806786754897,-2178.9419507762072,-2440.138067739412,3699.4015321648076
-2879.515062663806,-2179.177809438433,-2439.494609738226,3699.165457480749
-2880.5054096805998,-2179.5371225290387,-2440.227446706332,3702.038638245973
-2883.2848954341644,-2178.855795540096,-2440.691031759336,3702.840455383545
-2886.477789219176,-2178.7164855823507,-2439.798115660577,3703.249310806241
-2883.0684904752693,-2179.2468139455577,-2439.4466272373024,3701.917096056125
-2887.338023245257,-2178.833478594886,-2439.9885159086703,3703.2524763129372
-2892.419343965597,-2178.8981893184123,-2440.252882324923,3706.2134992391248
-2877.145353058469,-2178.4720045339554,-2439.7968911783123,3701.0554499990662
-2866.7402668849377,-2180.030188281421,-2442.373606600703,3694.0176330773043
-2864.412632846604,-2181.771494235825,-2443.429022951624,3691.418983346643
-2860.661031029819,-2178.6749585851603,-2440.1045967361824,3693.6945362255656
-2860.670506739139,-2177.789829871524,-2439.6871795246907,3697.905210075753
-2863.406140368615,-2178.7524542876276,-2440.509354634703,3697.874455638797
-2870.1871953961736,-2178.091576706161,-2439.615891439981,3699.177804974769
-2863.914328665557,-2179.349524111255,-2439.779332682477,3697.818058888846
-2870.2030938324474,-2180.1348149027617,-2440.1956834844264,3698.454308364156
-2888.665241993723,-2178.09596423842,-2438.6376859166007,3708.365582281156
-2892.0886606994536,-2180.297103024412,-2440.4623733939543,3706.860481515672
-2895.8702059087655,-2181.0822133055053,-2442.051846496857,3704.0629575849653
-2898.3098403194927,-2179.3717810210815,-2441.3122461759785,3705.740026277439
-2906.8736302886045,-2183.57736469198,-2444.412176543944,3700.4034899291255
-2908.755105733442,-2182.3790841254827,-2443.693023190523,3704.198715568435
